Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
1990,1668.0,79821.18,14.14,Japan,Sweet potatoes,231353
2007,2051.0,909.71,27.61,Jamaica,Cassava,186683
2006,1761.0,238716.0,18.47,Brazil,Soybeans,23796
2010,2387.0,211.83,27.87,Guyana,Cassava,106800
1993,1622.0,18849.0,27.58,Thailand,Soybeans,13508
1994,2331.0,178.5,26.82,Suriname,Maize,18162
2007,1212.0,398.11,19.6,Rwanda,"Rice, paddy",41320
1998,600.0,8699.0,8.17,Poland,Potatoes,200375
1991,636.0,39147.0,16.37,Spain,Maize,66692
2002,494.0,10881.83,19.7,Pakistan,Potatoes,164486
1991,630.0,3469.0,16.26,Kenya,Maize,18321
1998,1996.0,10834.74,20.36,Guatemala,Sorghum,11699
1995,1712.0,1735.5,26.59,Sri Lanka,Cassava,90241
1991,3240.0,16817.0,27.3,Colombia,Plantains and others,72329
2000,1083.0,44957.52,25.98,India,Sweet potatoes,97421
2002,494.0,10881.83,19.7,Pakistan,Soybeans,12647
2000,1342.0,22.87,25.4,Central African Republic,Plantains and others,28575
1992,282.0,35.42,27.2,Mali,Maize,10050
2007,636.0,39286.0,17.41,Spain,Soybeans,26744
2013,758.0,59920.18,25.36,Mexico,Soybeans,15198
2011,758.0,65961.1,25.28,Mexico,Sweet potatoes,201465
1996,1522.0,15373.0,6.26,Chile,"Rice, paddy",47704
2012,758.0,64512.22,17.2,Mexico,Maize,31874
2009,867.0,63676.0,11.46,France,Wheat,74478
2012,1668.0,54716.4,15.14,Japan,"Rice, paddy",67388
1999,1083.0,46195.0,27.24,India,Wheat,25901
2000,758.0,34468.93,23.07,Mexico,Maize,24620
1997,92.0,39.09,28.28,Mauritania,Potatoes,50000
1998,2051.0,909.71,27.8,Jamaica,"Rice, paddy",18750
1998,1761.0,118930.56,26.08,Brazil,Sorghum,17768
1998,593.0,30162.0,11.72,Turkey,Maize,42192
1995,758.0,34468.93,25.01,Mexico,Cassava,109610
1991,1761.0,58349.44,17.95,Brazil,Cassava,126164
2012,1083.0,52980.0,25.3,India,"Rice, paddy",36909
2008,537.0,53707.3,5.01,Canada,Soybeans,27906
1996,1083.0,56114.0,23.81,India,Cassava,238528
1991,1083.0,72133.0,26.54,India,Maize,13763
2005,2702.0,1597.0,27.11,Indonesia,Potatoes,164014
1995,2702.0,1597.0,27.28,Indonesia,Soybeans,11371
2004,636.0,47445.0,17.12,Spain,Maize,100691
1995,758.0,34468.93,16.85,Mexico,Potatoes,199803
2008,495.0,26857.0,20.89,South Africa,"Rice, paddy",25334
1994,1738.0,3134.0,17.31,Peru,Cassava,105988
2009,1083.0,28707.01,25.87,India,Potatoes,188103
2001,700.0,33423.49,5.59,Germany,Maize,88376
1992,1083.0,70791.0,26.09,India,Soybeans,8947
1996,832.0,74617.2,12.28,Italy,Sorghum,58388
2013,537.0,81659.8,7.86,Canada,Maize,95878
1990,534.0,17866.0,17.47,Australia,Sorghum,24883
1991,282.0,54.63,27.58,Mali,"Rice, paddy",17274
2005,1083.0,35342.0,26.28,India,Wheat,26016
2011,346.0,13697.0,18.53,Morocco,Maize,11533
2005,3142.0,105.0,25.51,Papua New Guinea,Potatoes,45000
2002,3240.0,84023.26,22.73,Colombia,Soybeans,23600
2009,1020.0,1670.0,20.76,Zambia,Potatoes,172628
2002,447.0,148.68,12.45,Azerbaijan,Maize,43463
2004,534.0,36276.0,18.87,Australia,"Rice, paddy",83305
1998,1761.0,118930.56,18.2,Brazil,Soybeans,23533
2005,2041.0,698.23,24.16,Mauritius,Cassava,147143
2010,1784.0,3598.59,25.96,El Salvador,Sweet potatoes,60767
2013,2875.0,61445.6,27.8,Malaysia,Cassava,155321
2002,1537.0,1526.6,8.42,Switzerland,Soybeans,30243
2008,1622.0,65423.0,27.48,Thailand,Potatoes,150459
1999,56.0,2269.75,21.08,Libya,Wheat,7879
1990,1622.0,18849.0,27.96,Thailand,Cassava,139159
2011,1440.0,27.85,27.1,Haiti,Cassava,44502
1999,447.0,148.68,12.74,Azerbaijan,Wheat,19992
2005,1712.0,1742.41,26.73,Sri Lanka,Sorghum,9583
2013,1712.0,2469.47,30.65,Sudan,Sorghum,6390
2010,494.0,2968.44,25.48,Pakistan,Potatoes,226823
2008,1083.0,14485.33,25.35,India,"Rice, paddy",32509
1990,758.0,34468.93,16.0,Mexico,Potatoes,158256
2005,1083.0,35342.0,25.09,India,Wheat,26016
2005,1187.0,166.16,27.06,Ghana,Yams,108072
1990,2702.0,2432.0,27.47,Indonesia,Sweet potatoes,94450
1997,1083.0,52279.0,25.68,India,Wheat,26789
2006,1761.0,238716.0,21.82,Brazil,Maize,33823
2010,2274.0,31637.12,21.98,Ecuador,Wheat,8912
1992,3240.0,15305.94,27.38,Colombia,Cassava,91084
1992,758.0,34468.93,17.33,Mexico,Sweet potatoes,202929
1991,1996.0,12004.33,19.91,Guatemala,Plantains and others,411910
1996,686.0,411.33,25.49,Senegal,Maize,10438
2000,2274.0,17948.0,17.06,Ecuador,Sweet potatoes,29181
2012,447.0,516.35,13.0,Azerbaijan,"Rice, paddy",22249
1995,1976.0,7800.0,24.95,Honduras,Plantains and others,166370
1999,1083.0,46195.0,26.06,India,Maize,17922
2006,847.0,8244.02,11.48,Belgium,Wheat,82549
2005,1761.0,232232.0,18.53,Brazil,Potatoes,220095
2013,534.0,45177.18,19.98,Australia,Sweet potatoes,344391
1999,2274.0,14216.0,17.02,Ecuador,Soybeans,18130
1993,758.0,34468.93,19.73,Mexico,Maize,24401
1990,1181.0,173.19,20.86,Malawi,Cassava,23536
2006,494.0,6925.13,25.17,Pakistan,Maize,30368
2000,1976.0,4376.0,24.43,Honduras,Potatoes,163204
2002,1604.0,815.79,25.26,Cameroon,Yams,76643
1994,1668.0,79821.18,16.06,Japan,"Rice, paddy",67703
2010,250.0,6283.85,2.95,Kazakhstan,Sorghum,4500
1996,537.0,35240.8,6.88,Canada,Soybeans,25168
1999,758.0,34468.93,19.27,Mexico,Cassava,136634
1990,1180.0,72.0,23.36,Uganda,"Rice, paddy",13846
1990,758.0,34468.93,19.63,Mexico,Cassava,75504
2007,151.0,30.57,29.85,Niger,"Rice, paddy",35900
2005,216.0,873.01,23.58,Iraq,Potatoes,158431
1997,1274.0,117.56,21.51,Burundi,Sorghum,12401
2006,2051.0,909.71,27.58,Jamaica,"Rice, paddy",20000
1995,1440.0,12.32,27.3,Haiti,Sorghum,7660
1999,867.0,114695.0,11.83,France,Maize,89523
1993,92.0,39.09,27.37,Mauritania,Maize,12291
2011,534.0,47632.99,19.88,Australia,Potatoes,350887
1995,1761.0,92967.22,24.77,Brazil,Sweet potatoes,110676
1993,494.0,4945.0,23.08,Pakistan,Sweet potatoes,98171
1993,1083.0,66388.0,24.34,India,Cassava,230430
1997,652.0,9223.0,17.35,Greece,Wheat,24172
1993,2280.0,977.0,27.05,Nicaragua,Maize,13037
2001,1761.0,151523.0,22.14,Brazil,Sorghum,18654
2005,2387.0,270.78,27.71,Guyana,Yams,93750
1993,216.0,692.0,18.75,Iraq,Soybeans,14815
1998,1976.0,3495.0,25.37,Honduras,Soybeans,21429
2009,1738.0,11531.33,17.4,Peru,Soybeans,17214
2009,1522.0,9830.72,13.04,Chile,Potatoes,205101
2009,1761.0,335742.0,22.25,Brazil,Maize,37145
2006,383.0,27.63,24.7,Eritrea,Maize,9755
1993,1604.0,774.49,24.9,Cameroon,"Rice, paddy",29000
1997,2666.0,2035.0,25.55,Bangladesh,"Rice, paddy",27431
2006,758.0,50891.95,19.53,Mexico,Wheat,52274
2005,59.0,3875.97,26.47,Saudi Arabia,Maize,37301
2008,2702.0,1597.0,27.03,Indonesia,Cassava,180950
1991,2666.0,1287.0,25.85,Bangladesh,Maize,9781
1995,1083.0,61257.0,27.24,India,Cassava,252775
1994,534.0,21057.0,17.36,Australia,Maize,46620
1992,1410.0,4971.0,26.45,Dominican Republic,Potatoes,86284
2005,1083.0,35342.0,25.77,India,Soybeans,10734
2013,216.0,2162.6,25.14,Iraq,"Rice, paddy",47162
2000,537.0,39667.0,8.67,Canada,Wheat,24446
2002,1083.0,42482.56,26.15,India,Sorghum,7602
1994,1440.0,8.58,27.28,Haiti,Cassava,37500
2011,562.0,278.72,8.93,Armenia,Potatoes,194426
1992,1083.0,70791.0,27.24,India,Potatoes,160294
2007,2702.0,1597.0,25.5,Indonesia,Sweet potatoes,106643
2011,1083.0,55540.0,25.63,India,Maize,24784
2009,1083.0,28707.01,27.43,India,"Rice, paddy",32366
2005,1083.0,35342.0,25.72,India,Maize,19385
2009,832.0,74172.0,13.28,Italy,Potatoes,248352
2001,1761.0,151523.0,27.08,Brazil,Cassava,135418
1994,1300.0,2272.08,17.17,Uruguay,Wheat,25653
2000,593.0,33471.0,12.03,Turkey,Soybeans,29667
2005,1083.0,35342.0,26.51,India,Sweet potatoes,88477
1997,1083.0,52279.0,25.68,India,Sweet potatoes,84850
2007,534.0,32446.25,17.49,Australia,Wheat,9173
2008,700.0,43413.01,5.94,Germany,Wheat,80873
1991,1110.0,4487.0,8.15,Austria,Wheat,50735
2001,83.0,9.2,27.36,Bahrain,Potatoes,110000
2001,1020.0,1670.0,20.9,Zambia,Potatoes,107450
1992,495.0,16582.0,21.53,South Africa,Sweet potatoes,36324
2011,1083.0,55540.0,25.53,India,Potatoes,227240
2000,1083.0,44957.52,26.05,India,Soybeans,8222
1990,1761.0,49695.0,20.29,Brazil,Sorghum,17150
2012,1410.0,6316.61,26.87,Dominican Republic,Cassava,75083
2004,1083.0,35113.0,27.63,India,Sorghum,7161
1994,59.0,994.0,26.26,Saudi Arabia,Potatoes,189468
1993,1668.0,79821.18,14.99,Japan,Potatoes,304856
2008,758.0,61732.11,22.68,Mexico,Cassava,143579
2009,630.0,1578.0,17.3,Kenya,Plantains and others,123077
2001,758.0,31373.3,21.23,Mexico,Sweet potatoes,199853
1994,1410.0,4971.0,26.78,Dominican Republic,Cassava,60160
2000,1761.0,140423.0,27.5,Brazil,Maize,27182
2001,51.0,5039.0,22.33,Egypt,Potatoes,238739
2013,1181.0,1500.27,19.68,Malawi,Plantains and others,100966
2001,565.0,22415.17,8.42,Ukraine,"Rice, paddy",36548
1992,641.0,1005.0,6.89,Latvia,Potatoes,120475
2004,494.0,8903.48,23.78,Pakistan,Maize,28488
2010,562.0,278.72,11.31,Armenia,Maize,46724
1997,1513.0,139.89,19.97,Madagascar,Wheat,25000
2012,495.0,26857.0,15.89,South Africa,Potatoes,351066
2000,1083.0,44957.52,26.13,India,"Rice, paddy",28508
2013,2702.0,1597.0,27.37,Indonesia,Sweet potatoes,147465
1995,2051.0,1445.12,27.4,Jamaica,Yams,168033
2006,494.0,6925.13,19.53,Pakistan,Sorghum,6156
2005,250.0,3666.62,7.07,Kazakhstan,Maize,41546
2007,1668.0,61164.07,16.53,Japan,Yams,230788
2002,537.0,34226.0,9.45,Canada,Soybeans,22814
1997,2387.0,289.9,27.25,Guyana,Sweet potatoes,16667
2011,1712.0,1290.31,26.65,Sri Lanka,Cassava,120967
1998,1761.0,118930.56,27.54,Brazil,Sweet potatoes,103928
2011,593.0,39534.43,10.39,Turkey,Maize,71707
2006,867.0,71612.0,11.79,France,Sorghum,55127
2007,282.0,7.72,27.94,Mali,Sorghum,8262
2000,1410.0,5082.0,26.35,Dominican Republic,Sweet potatoes,60559
1994,1485.0,201.0,16.96,Albania,Wheat,24745
1990,1668.0,79821.18,16.46,Japan,Yams,210808
2007,1668.0,61164.07,16.55,Japan,"Rice, paddy",65111
1997,1083.0,52279.0,24.71,India,Soybeans,10789
1998,1761.0,118930.56,18.2,Brazil,Sweet potatoes,103928
2000,494.0,27885.0,27.12,Pakistan,Potatoes,169078
1996,1083.0,56114.0,25.41,India,Sweet potatoes,80716
1994,758.0,34468.93,22.83,Mexico,Potatoes,190845
2009,758.0,61690.08,23.23,Mexico,Wheat,49688
2000,1083.0,44957.52,27.08,India,Wheat,27785
1996,1668.0,79821.18,14.8,Japan,Wheat,30164
2011,1342.0,22.87,25.23,Central African Republic,Cassava,28132
2004,758.0,26433.14,19.56,Mexico,Cassava,141677
2006,1212.0,288.72,20.02,Rwanda,Wheat,8510
1995,1668.0,79821.18,14.97,Japan,Wheat,29319
1999,1083.0,46195.0,25.74,India,Sorghum,8472
1996,51.0,4499.0,21.88,Egypt,Potatoes,202048
2006,1537.0,1359.04,8.19,Switzerland,Soybeans,26667
1999,1180.0,88.0,23.52,Uganda,Cassava,130000
1993,1668.0,79821.18,14.68,Japan,Sweet potatoes,194906
2009,832.0,74172.0,13.28,Italy,"Rice, paddy",67941
1994,537.0,29206.0,4.72,Canada,Soybeans,27447
1992,618.0,8306.31,6.74,Belarus,Wheat,27983
2001,495.0,26857.0,15.68,South Africa,Sorghum,23429
2000,1083.0,44957.52,27.44,India,Maize,18216
2009,534.0,38065.68,12.87,Australia,Soybeans,18926
2012,2051.0,909.71,27.51,Jamaica,Yams,171042
2010,703.0,3894.0,7.54,Denmark,Wheat,66264
2000,2702.0,1597.0,25.46,Indonesia,Potatoes,133759
2013,1668.0,52794.3,16.54,Japan,Yams,217415
1997,2702.0,1597.0,27.62,Indonesia,Potatoes,162061
2009,534.0,38065.68,19.01,Australia,Soybeans,18926
1997,1187.0,502.0,26.58,Ghana,"Rice, paddy",16746
1996,534.0,31185.0,19.13,Australia,Sorghum,20677
2012,494.0,990.09,24.87,Pakistan,Sweet potatoes,86553
2000,1761.0,140423.0,24.36,Brazil,Maize,27182
1992,1784.0,3940.77,26.22,El Salvador,Sorghum,14383
1990,346.0,9364.0,18.17,Morocco,Sweet potatoes,155421
2001,2051.0,909.71,27.27,Jamaica,Sweet potatoes,164920
2005,1761.0,232232.0,25.7,Brazil,Maize,30403
1994,1083.0,61357.0,25.22,India,Sorghum,7786
1999,2041.0,501.85,24.11,Mauritius,Maize,49024
2012,1410.0,6316.61,26.84,Dominican Republic,Sorghum,14585
2006,703.0,3212.0,9.74,Denmark,Potatoes,352642
1995,2702.0,1597.0,26.74,Indonesia,Potatoes,165939
1993,1761.0,75658.33,28.18,Brazil,Yams,91471
2006,494.0,6925.13,19.53,Pakistan,Potatoes,133447
1993,1668.0,79821.18,14.93,Japan,"Rice, paddy",45783
1990,1180.0,72.0,23.36,Uganda,Maize,15012
1998,1083.0,49157.0,25.91,India,"Rice, paddy",28805
1991,636.0,39147.0,11.92,Spain,Maize,66692
2001,216.0,837.47,20.8,Iraq,Soybeans,12000
1997,447.0,148.68,11.89,Azerbaijan,Soybeans,10667
1990,1522.0,15373.0,12.88,Chile,"Rice, paddy",41734
2002,867.0,82448.0,11.87,France,Wheat,74455
1992,1500.0,60.11,14.95,Nepal,Potatoes,85916
2006,637.0,6733.2,11.63,Romania,Sorghum,17986
1993,591.0,26156.0,17.53,Argentina,Sorghum,39529
2008,686.0,603.9,25.5,Senegal,Maize,18351
2006,2331.0,1483.84,27.34,Suriname,Cassava,200000
1997,1604.0,630.12,24.98,Cameroon,Wheat,13264
1995,1712.0,1735.5,26.59,Sri Lanka,Potatoes,109931
2013,1220.0,17673.46,8.76,United Kingdom,Potatoes,408993
1999,1996.0,10249.94,19.44,Guatemala,Maize,17378
1995,1761.0,92967.22,24.77,Brazil,"Rice, paddy",25668
2010,2666.0,13283.72,26.65,Bangladesh,"Rice, paddy",43422
2002,1761.0,145552.0,26.01,Brazil,Yams,92000
2004,1083.0,35113.0,26.25,India,Maize,19073
2010,207.0,422.24,19.76,Tunisia,Wheat,18923
1992,2274.0,2012.0,22.19,Ecuador,Soybeans,16420
2007,1187.0,119.86,27.16,Ghana,Sorghum,7427
2013,2274.0,6471.77,21.69,Ecuador,Wheat,7064
1995,608.0,3519.75,8.69,Bulgaria,Potatoes,116617
2007,1761.0,304031.0,27.32,Brazil,Yams,92593
2002,636.0,40727.0,17.51,Spain,Potatoes,279460
1997,59.0,2513.0,25.49,Saudi Arabia,Potatoes,173596
1990,346.0,9364.0,18.17,Morocco,"Rice, paddy",41750
1991,652.0,7420.0,17.07,Greece,Maize,101042
2011,2702.0,1597.0,27.19,Indonesia,"Rice, paddy",49802
2009,1083.0,28707.01,26.31,India,Cassava,343433
2009,1083.0,28707.01,25.87,India,Soybeans,10236
1998,1083.0,49157.0,25.46,India,Cassava,252815
2005,250.0,3666.62,7.07,Kazakhstan,"Rice, paddy",33518
2013,591.0,171945.54,16.45,Argentina,Wheat,26581
1999,2387.0,289.9,27.16,Guyana,Sweet potatoes,19932
1998,758.0,34468.93,16.21,Mexico,Cassava,117046
2006,537.0,36572.75,7.85,Canada,Potatoes,130482
1995,494.0,7681.0,27.11,Pakistan,Potatoes,139418
1993,1083.0,66388.0,24.74,India,Maize,16015
2000,1761.0,140423.0,25.71,Brazil,"Rice, paddy",30382
2004,2274.0,29799.84,17.73,Ecuador,Cassava,39602
2004,1083.0,35113.0,25.25,India,Maize,19073
1992,534.0,22234.0,18.45,Australia,Wheat,17812
1995,700.0,30090.0,9.16,Germany,Maize,73664
1996,1083.0,56114.0,25.41,India,Sorghum,9591
2001,494.0,11871.0,25.18,Pakistan,Soybeans,11134
2004,1761.0,214725.0,21.59,Brazil,Sorghum,23187
2006,494.0,6925.13,26.73,Pakistan,"Rice, paddy",31604
2004,1976.0,3034.91,24.68,Honduras,Sorghum,11509
2001,1212.0,72.0,19.5,Rwanda,Cassava,57907
2004,534.0,36276.0,12.35,Australia,"Rice, paddy",83305
1995,51.0,4391.0,21.56,Egypt,Sweet potatoes,259786
2013,1761.0,367778.0,21.59,Brazil,Sorghum,26817
2008,534.0,42935.38,19.79,Australia,Soybeans,23289
2006,565.0,28832.6,7.88,Ukraine,Soybeans,12445
2005,758.0,51741.99,21.42,Mexico,"Rice, paddy",50653
2007,788.0,35.27,14.81,Lesotho,Wheat,4316
1995,1083.0,61257.0,25.24,India,Potatoes,162720
2005,1083.0,35342.0,26.51,India,Potatoes,188908
2013,1083.0,45620.0,26.99,India,Potatoes,227606
1990,1083.0,75000.0,25.54,India,Sorghum,8136
2008,2702.0,1597.0,26.97,Indonesia,Potatoes,166719
1997,1668.0,79821.18,15.89,Japan,Potatoes,307549
2012,2274.0,11469.74,21.86,Ecuador,Wheat,7995
2010,700.0,40832.42,4.85,Germany,Maize,90261
1995,1668.0,79821.18,15.25,Japan,"Rice, paddy",63432
2010,494.0,2968.44,27.45,Pakistan,Sweet potatoes,109417
2001,1500.0,122.04,15.41,Nepal,Maize,18000
1994,758.0,34468.93,16.42,Mexico,Sorghum,29566
2001,652.0,10725.0,18.67,Greece,"Rice, paddy",71151
2004,447.0,148.68,12.76,Azerbaijan,Soybeans,17568
2002,1604.0,815.79,25.26,Cameroon,Maize,20679
1999,494.0,20450.0,26.8,Pakistan,Maize,17169
1995,1083.0,61257.0,26.15,India,Cassava,252775
2010,1761.0,342580.0,28.18,Brazil,Wheat,28288
2002,1761.0,145552.0,25.56,Brazil,Yams,92000
1990,1513.0,128.41,19.62,Madagascar,Soybeans,10417
1998,534.0,37215.0,18.05,Australia,Wheat,19153
2004,636.0,47445.0,17.12,Spain,Soybeans,26622
1997,1996.0,11419.53,20.16,Guatemala,Potatoes,212213
1997,1761.0,110276.11,19.12,Brazil,Sweet potatoes,98387
2007,2387.0,246.5,27.3,Guyana,Sweet potatoes,177561
2007,241.0,0.55,11.59,Montenegro,Wheat,24026
2008,2875.0,54821.91,27.12,Malaysia,Cassava,152025
1990,1083.0,75000.0,25.44,India,Maize,15178
2005,3240.0,117881.45,27.56,Colombia,"Rice, paddy",48388
2001,630.0,1578.0,16.1,Kenya,Cassava,77681
2009,636.0,35199.0,17.45,Spain,Wheat,27103
1992,1274.0,92.08,21.31,Burundi,Sweet potatoes,63418
1991,285.0,39.0,19.92,Namibia,Sorghum,3441
1999,2702.0,1597.0,26.82,Indonesia,Cassava,121763
2001,593.0,25539.0,18.63,Turkey,Soybeans,33064
1996,758.0,34468.93,21.08,Mexico,Cassava,77192
1996,1513.0,152.01,19.71,Madagascar,Maize,9299
1992,1083.0,70791.0,26.37,India,Soybeans,8947
1991,1651.0,80.0,27.22,Guinea,Sweet potatoes,48075
2013,1032.0,766.93,21.37,Mozambique,Potatoes,135526
1995,537.0,32223.4,5.47,Canada,Soybeans,27882
2012,1604.0,1372.47,25.18,Cameroon,Sorghum,14883
2008,1761.0,312637.0,27.54,Brazil,Sorghum,24105
2013,618.0,9163.51,7.83,Belarus,Wheat,30610
1999,534.0,34200.0,16.77,Australia,Sweet potatoes,275000
2011,691.0,264.6,8.45,Tajikistan,Soybeans,2688
2005,1761.0,232232.0,18.53,Brazil,Yams,92462
2008,1083.0,14485.33,24.51,India,Maize,24140
2001,2702.0,1597.0,27.32,Indonesia,Sweet potatoes,96634
1995,1083.0,61257.0,26.62,India,Potatoes,162720
2013,494.0,0.92,25.95,Pakistan,Maize,42313
2013,494.0,0.92,27.38,Pakistan,Maize,42313
2011,534.0,47632.99,17.71,Australia,Potatoes,350887
1992,1083.0,70791.0,25.16,India,Potatoes,160294
1997,593.0,34431.0,10.13,Turkey,Maize,38247
1990,534.0,17866.0,18.05,Australia,Sweet potatoes,137140
1997,1761.0,110276.11,25.96,Brazil,Maize,26228
2010,2274.0,31637.12,17.79,Ecuador,Plantains and others,48375
2012,758.0,64512.22,21.52,Mexico,"Rice, paddy",56231
1991,2666.0,1287.0,25.85,Bangladesh,Sorghum,8376
1990,2331.0,217.0,26.87,Suriname,Soybeans,5323
1992,1113.0,2304.0,10.78,Croatia,Sorghum,45214
1998,1761.0,118930.56,18.2,Brazil,Potatoes,156439
1995,1032.0,72.19,21.89,Mozambique,"Rice, paddy",8717
2001,1651.0,254.42,27.36,Guinea,"Rice, paddy",17194
2008,562.0,218.2,9.51,Armenia,Potatoes,189096
1997,1083.0,52279.0,24.83,India,Potatoes,193913
2008,657.0,3234.81,20.68,Zimbabwe,"Rice, paddy",22951
1992,1761.0,67003.89,27.42,Brazil,Yams,91413
2001,1761.0,151523.0,18.67,Brazil,Maize,34019
1999,2274.0,14216.0,21.21,Ecuador,Wheat,7001
2006,758.0,50891.95,16.37,Mexico,Sorghum,34481
2012,537.0,73508.9,6.59,Canada,Potatoes,124735
1992,3240.0,15305.94,22.67,Colombia,Yams,114594
2013,494.0,0.92,25.95,Pakistan,Potatoes,218059
2012,1761.0,346583.0,27.34,Brazil,Maize,50057
2001,1784.0,2543.7,25.92,El Salvador,Sweet potatoes,62931
2000,758.0,34468.93,16.11,Mexico,Potatoes,239420
1991,495.0,16582.0,15.56,South Africa,"Rice, paddy",21297
1998,1083.0,49157.0,25.91,India,Cassava,252815
2011,1513.0,310.36,20.33,Madagascar,Soybeans,5962
2010,1083.0,40093.69,27.69,India,Wheat,28395
1992,1485.0,121.0,16.06,Albania,"Rice, paddy",40000
1990,1604.0,450.01,25.08,Cameroon,Cassava,164386
1994,1761.0,84312.78,20.77,Brazil,Yams,91667
2002,1083.0,42482.56,26.06,India,Potatoes,194173
1998,1083.0,49157.0,26.27,India,Maize,17969
1990,282.0,95.7,27.61,Mali,Potatoes,180000
2006,1083.0,37423.0,26.43,India,Potatoes,185920
2011,1522.0,9830.72,6.27,Chile,Maize,119978
2012,1181.0,775.83,20.42,Malawi,Maize,21932
2009,2702.0,1597.0,27.3,Indonesia,Maize,42372
2005,589.0,9676.0,10.05,Hungary,Sorghum,30642
2007,383.0,27.63,24.7,Eritrea,Maize,8321
1999,282.0,19.82,27.26,Mali,Sorghum,9397
2004,758.0,26433.14,16.2,Mexico,Sorghum,38223
2001,1537.0,1561.9,7.82,Switzerland,Wheat,55116
2013,1485.0,982.32,17.41,Albania,Wheat,41292
1992,1761.0,67003.89,27.42,Brazil,Soybeans,20352
1997,1083.0,52279.0,24.77,India,Soybeans,10789
2008,2280.0,10173.91,26.75,Nicaragua,Yams,133097
2010,758.0,63402.29,15.87,Mexico,Potatoes,277578
2006,494.0,6925.13,19.53,Pakistan,Soybeans,11287
1995,2274.0,2658.0,21.96,Ecuador,Sorghum,12067
1998,637.0,13979.0,11.37,Romania,"Rice, paddy",29791
1990,1485.0,121.0,16.37,Albania,Wheat,30197
2004,1083.0,35113.0,25.25,India,Soybeans,9082
1999,1622.0,22761.0,27.34,Thailand,Wheat,6995
1990,537.0,29568.0,7.41,Canada,Maize,68602
1993,593.0,28042.0,18.82,Turkey,Potatoes,242315
2007,537.0,45140.03,4.96,Canada,Wheat,23317
1998,652.0,10702.0,18.15,Greece,Potatoes,202472
1995,591.0,37842.0,17.74,Argentina,Potatoes,274272
1993,591.0,26156.0,17.53,Argentina,Wheat,23272
1993,661.0,1221.0,19.14,Lebanon,Potatoes,203846
1998,778.0,11762.0,10.18,Netherlands,Potatoes,414881
1990,494.0,5299.0,26.39,Pakistan,Sweet potatoes,92141
1991,758.0,34468.93,16.13,Mexico,Cassava,78776
2005,447.0,148.68,12.88,Azerbaijan,Potatoes,153215
2013,1212.0,1841.5,19.93,Rwanda,Cassava,157657
1990,1651.0,80.0,27.08,Guinea,Yams,100000
2000,1083.0,44957.52,26.13,India,Sweet potatoes,97421
1999,1604.0,653.0,24.97,Cameroon,Plantains and others,61102
2012,2041.0,636.91,24.37,Mauritius,"Rice, paddy",26893
2010,593.0,38554.69,19.27,Turkey,Potatoes,323303
2009,1784.0,3333.88,26.21,El Salvador,Cassava,125022
2001,1083.0,43720.04,25.33,India,Potatoes,183627
2000,758.0,34468.93,20.19,Mexico,Wheat,49355
2008,495.0,26857.0,15.75,South Africa,"Rice, paddy",25334
1997,1083.0,52279.0,26.45,India,Wheat,26789
2004,51.0,5363.0,22.08,Egypt,Wheat,65567
2000,593.0,33471.0,17.97,Turkey,Potatoes,263762
1993,2702.0,1597.0,26.88,Indonesia,Sweet potatoes,93183
1992,537.0,29387.0,8.05,Canada,Soybeans,23363
2006,630.0,1578.0,16.92,Kenya,Maize,17197
2002,2274.0,1302.49,17.78,Ecuador,Potatoes,48788
1997,216.0,848.0,22.74,Iraq,Potatoes,154474
1990,636.0,39562.0,17.36,Spain,Wheat,23789
1991,534.0,17866.0,17.85,Australia,Soybeans,15551
1994,1668.0,79821.18,16.07,Japan,Maize,24852
2013,758.0,59920.18,17.18,Mexico,Wheat,52934
2008,494.0,4946.79,19.34,Pakistan,Sweet potatoes,111477
2010,537.0,61050.0,9.47,Canada,Maize,97385
1990,51.0,13214.0,20.73,Egypt,Potatoes,205592
2001,51.0,5039.0,22.33,Egypt,Maize,69798
1999,216.0,508.0,24.42,Iraq,Wheat,6154
2001,591.0,63700.17,18.42,Argentina,Wheat,24934
2012,637.0,6418.7,12.33,Romania,Soybeans,13388
2001,1668.0,78735.45,13.13,Japan,Sweet potatoes,251300
1998,758.0,34468.93,23.61,Mexico,Soybeans,15978
1998,494.0,18406.0,27.89,Pakistan,"Rice, paddy",28930
2001,1440.0,27.85,27.21,Haiti,Yams,56286
